Page_title	page_id	%revision	objective_frequency	obj_avg	well_writ_freq	well_writ_avg
Autism	25	465188360	0	0.000000	34	4.323529
Autism	25	440170653	38	3.815789	48	4.041667
Autism	25	473043499	31	3.516129	34	3.705882
Autism	25	460780001	44	3.795455	48	4.270833
Autism	25	452059003	45	4.088889	62	4.370968
Autism	25	498692644	0	0.000000	35	4.057143
A	290	456894246	51	3.705882	53	3.622642
A	290	486981619	41	3.609756	46	3.826087
Abraham_Lincoln	307	490125887	42	3.523810	45	3.400000
Abraham_Lincoln	307	478979725	33	3.575758	39	3.820513
Abraham_Lincoln	307	477222030	30	3.133333	31	3.709677
Abraham_Lincoln	307	482417929	30	4.033333	33	3.848485
Animal_Farm	620	453204850	58	3.896552	64	4.046875
Acid	656	473716647	30	3.600000	34	3.441176
Albert_Einstein	736	483492374	43	3.953488	49	4.081633
Albert_Einstein	736	442504748	30	3.700000	39	3.897436
Albert_Einstein	736	479233150	67	3.611940	67	3.970149
Albert_Einstein	736	470404304	41	4.097561	42	4.023810
Albert_Einstein	736	476274728	69	3.594203	77	3.844156
Albert_Einstein	736	440613147	38	3.552632	44	4.045455
Albert_Einstein	736	471905637	43	3.093023	50	3.560000
Albert_Einstein	736	473820054	42	3.833333	47	3.914894
Albert_Einstein	736	449037291	0	0.000000	33	3.666667
American_Revolutionary_War	771	472326396	0	0.000000	31	3.516129
Alexander_the_Great	783	443272205	55	1.200000	55	1.181818
Alexander_the_Great	783	443562062	74	1.337838	76	1.592105
Alexander_the_Great	783	446997601	32	1.812500	33	1.939394
Alexander_the_Great	783	452044422	30	3.533333	30	3.766667
Alexander_the_Great	783	445885823	32	1.125000	32	1.125000
Alexander_the_Great	783	442833371	40	1.325000	40	1.300000
Anime	800	466830416	42	3.761905	45	4.177778
Alexander_Graham_Bell	852	473271443	32	3.437500	34	3.470588
Alexander_Graham_Bell	852	469031796	32	3.562500	32	3.812500
American_Civil_War	863	476954737	30	3.100000	36	3.611111
American_Civil_War	863	461336447	56	3.910714	58	4.275862
American_Civil_War	863	483624442	39	3.153846	41	3.390244
Ancient_Egypt	874	471961658	0	0.000000	31	3.645161
Ancient_Egypt	874	443576922	43	2.883721	46	3.500000
Ancient_Egypt	874	488648729	0	0.000000	31	3.612903
Ancient_Egypt	874	492487116	0	0.000000	30	3.333333
Atom	902	499234183	0	0.000000	33	4.000000
Atom	902	459510484	51	3.725490	54	3.870370
Archipelago	911	452535690	32	3.218750	35	3.371429
Aphrodite	1174	454004765	30	3.866667	32	3.906250
Aphrodite	1174	486407770	35	3.228571	35	3.657143
Athena	1182	492188912	0	0.000000	31	3.225806
Ashoka	1239	476914433	0	0.000000	35	3.771429
Ashoka	1239	497183758	0	0.000000	37	4.081081
Ashoka	1239	487026096	0	0.000000	31	4.225806
Ashoka	1239	450765669	0	0.000000	30	4.066667
Ashoka	1239	467138155	0	0.000000	34	3.764706
Antimatter	1317	462466570	33	4.333333	34	4.352941
Archimedes	1844	445413161	31	3.548387	35	3.714286
Archimedes	1844	456315483	33	4.000000	37	3.837838
Archimedes	1844	451121393	0	0.000000	34	3.558824
Archimedes	1844	461256821	32	3.968750	33	4.151515
American_Revolution	1973	453121633	33	3.303030	37	3.756757
American_Revolution	1973	477027286	32	3.281250	34	3.529412
Ares	2041	457300633	0	0.000000	30	3.500000
Amerigo_Vespucci	2062	456249896	146	3.356164	151	3.642384
Amerigo_Vespucci	2062	463926900	42	3.333333	44	3.477273
Amerigo_Vespucci	2062	471652474	0	0.000000	31	3.806452
Amerigo_Vespucci	2062	485051775	0	0.000000	33	3.454545
Arctic_fox	2208	475219968	46	3.673913	53	3.830189
Arctic_fox	2208	484421874	43	3.767442	49	4.204082
Suzanne_Collins	4196525	495551204	30	3.333333	30	3.300000
Suzanne_Collins	4196525	489480535	106	3.471698	110	3.745455
Area_51	2321	468196414	0	0.000000	30	4.133333
Area_51	2321	485407917	38	3.421053	44	3.863636
Area_51	2321	452584789	0	0.000000	31	3.870968
Arc_de_Triomphe	2482	482443042	32	3.281250	32	3.593750
Anus	2500	448547953	35	2.571429	37	2.864865
African_National_Congress	2503	462091537	43	2.674419	49	3.204082
Amoxicillin	2885	450481509	0	0.000000	30	4.266667
Artemis	2905	482514710	0	0.000000	30	3.666667
Acid_rain	3263	469246995	105	3.209524	108	3.370370
Acid_rain	3263	493007913	34	2.823529	36	3.166667
Acid_rain	3263	478210248	59	3.254237	64	3.421875
Acid_rain	3263	483464626	83	3.554217	91	3.802198
Bill_Gates	3747	493669925	32	4.281250	40	4.450000
Bill_Gates	3747	497650733	36	3.750000	39	3.743590
Bill_Gates	3747	488968285	0	0.000000	32	4.031250
Bill_Gates	3747	466212590	0	0.000000	35	3.542857
Bill_Gates	3747	482521554	39	3.461538	40	3.625000
Basketball	3921	479927993	33	4.303030	39	4.102564
Basketball	3921	465844021	0	0.000000	30	3.933333
Badminton	3956	482523271	38	3.500000	42	3.714286
Badminton	3956	476085285	50	3.620000	57	4.140351
Badminton	3956	458699441	56	3.964286	68	4.102941
Badminton	3956	493938678	35	3.285714	45	3.622222
Benjamin_Franklin	3986	487279376	0	0.000000	30	3.700000
Benjamin_Franklin	3986	479596743	0	0.000000	32	3.468750
Benjamin_Franklin	3986	454548837	33	3.393939	38	3.526316
Bigfoot	4009	478125062	42	3.214286	41	3.878049
Bigfoot	4009	442644810	33	2.969697	0	0.000000
Bigfoot	4009	468996457	36	3.138889	39	3.846154
Big_Bang	4116	447642072	46	3.543478	49	3.673469
Cell_(biology)	4230	487986434	61	3.721311	66	3.696970
Cell_(biology)	4230	462398979	33	3.757576	36	3.388889
Cell_(biology)	4230	497412617	0	0.000000	32	3.656250
Cell_(biology)	4230	492200145	64	3.296875	74	3.770270
Cell_(biology)	4230	477651346	34	3.764706	38	3.789474
Cell_(biology)	4230	446612644	0	0.000000	30	3.733333
Cell_(biology)	4230	468702532	0	0.000000	37	3.540541
Cell_(biology)	4230	499397153	67	3.985075	72	3.902778
Cell_(biology)	4230	483761654	37	4.027027	40	3.900000
Cell_(biology)	4230	448649550	72	3.833333	80	3.725000
Cell_(biology)	4230	453895121	50	3.600000	56	3.607143
Cell_(biology)	4230	440896729	64	4.046875	74	3.972973
Cell_(biology)	4230	456188252	36	3.472222	39	3.487179
Cell_(biology)	4230	471101943	54	3.722222	61	3.852459
Cell_(biology)	4230	459696379	33	3.575758	39	3.794872
Bollywood	4246	477907351	89	1.483146	89	1.483146
Bollywood	4246	484506772	388	3.414948	388	3.407216
Bollywood	4246	477148121	65	1.430769	65	1.492308
Bollywood	4246	481009816	74	2.108108	74	2.148649
Bollywood	4246	487460892	179	3.005587	179	3.022346
Bollywood	4246	488635601	88	3.000000	88	3.000000
Bollywood	4246	488935255	61	3.000000	62	3.016129
Bollywood	4246	483278690	93	4.537634	93	4.505376
Bollywood	4246	479837029	45	1.488889	45	1.422222
Bodhidharma	4285	459294041	30	4.100000	38	3.973684
Bodhidharma	4285	460196405	0	0.000000	33	4.545455
Bodhidharma	4285	467424523	0	0.000000	32	3.781250
Bodhidharma	4285	459472349	62	4.338710	90	4.222222
Bodhidharma	4285	457813991	44	3.863636	56	4.000000
Bodhidharma	4285	453120375	54	4.240741	78	4.256410
Bodhidharma	4285	458047887	33	4.424242	55	4.290909
Bodhidharma	4285	458483118	51	4.176471	71	4.281690
Baltimore_Orioles	4340	442607260	39	3.948718	38	3.947368
Bald_Eagle	4401	446799966	30	3.300000	35	3.685714
Bald_Eagle	4401	470402807	0	0.000000	32	3.937500
Bald_Eagle	4401	486453525	30	3.766667	33	3.818182
Black_Death	4501	486850857	56	3.250000	60	3.233333
Black_Death	4501	476586223	32	3.406250	34	3.676471
Black_Death	4501	483507908	39	3.384615	41	3.707317
Black_Death	4501	492900384	0	0.000000	30	3.300000
Black_Death	4501	479321170	59	3.338983	63	3.555556
Black_Death	4501	455875446	40	3.500000	46	3.630435
Black_Death	4501	469039274	41	3.756098	46	3.826087
Bipolar_disorder	4531	460219111	38	4.289474	47	4.255319
Bipolar_disorder	4531	445202936	35	4.314286	38	4.263158
Black_hole	4650	441133319	32	3.843750	36	3.888889
Black_hole	4650	471559183	30	3.966667	40	3.875000
Black_hole	4650	461661637	58	3.741379	63	3.523810
Black_hole	4650	485969628	0	0.000000	35	4.171429
Bézier_curve	4664	447213083	0	0.000000	40	4.725000
Battle_of_Gettysburg	4849	488586371	37	3.729730	39	3.564103
Battle_of_Gettysburg	4849	480875490	67	3.641791	68	3.647059
Battle_of_Gettysburg	4849	493201906	45	3.444444	50	3.580000
Bermuda_Triangle	4854	465420167	60	3.966667	72	4.125000
Bermuda_Triangle	4854	488808849	41	3.560976	47	3.638298
Bermuda_Triangle	4854	470342351	0	0.000000	36	3.888889
Bermuda_Triangle	4854	443912231	49	3.591837	50	4.240000
Bermuda_Triangle	4854	459173704	51	3.686275	68	4.191176
Bermuda_Triangle	4854	484116341	64	3.531250	79	3.734177
Bermuda_Triangle	4854	449324358	67	3.925373	79	4.202532
Bermuda_Triangle	4854	496099531	76	3.697368	91	3.890110
Bermuda_Triangle	4854	471726798	34	3.588235	36	3.861111
Bermuda_Triangle	4854	461643993	69	3.449275	81	3.716049
Bermuda_Triangle	4854	447316175	41	3.634146	48	4.000000
Bermuda_Triangle	4854	454955057	60	3.850000	73	4.027397
Bermuda_Triangle	4854	474353127	89	3.853933	105	4.009524
Bermuda_Triangle	4854	457624818	35	4.114286	36	3.972222
Bunsen_burner	4924	451871161	31	3.129032	36	3.055556
Blue_whale	4925	449184911	0	0.000000	30	4.200000
Blue_whale	4925	490684278	30	3.733333	33	4.242424
Blue_whale	4925	460197983	35	3.400000	40	3.775000
Blue_whale	4925	456721888	0	0.000000	30	3.833333
Blue_whale	4925	487537937	0	0.000000	32	4.125000
Chemistry	5180	461984640	33	4.060606	38	4.157895
Chemistry	5180	499544645	31	3.903226	39	3.794872
Chemistry	5180	447920507	34	3.794118	40	3.800000
Chemistry	5180	495019366	32	4.281250	37	4.324324
Carbon	5299	454619635	34	4.147059	36	4.166667
Software	5309	440215447	37	3.729730	49	3.775510
Software	5309	448884698	31	3.580645	33	3.636364
Christopher_Columbus	5635	459086857	0	0.000000	30	3.733333
Christopher_Columbus	5635	457846383	0	0.000000	32	3.750000
Christopher_Columbus	5635	460314297	30	3.200000	30	3.600000
Christopher_Columbus	5635	447254783	0	0.000000	31	3.612903
Christopher_Columbus	5635	454856518	34	3.441176	37	3.891892
Christopher_Columbus	5635	451494314	0	0.000000	31	3.354839
Christopher_Columbus	5635	453535222	43	3.488372	46	3.673913
Civil_engineering	5762	440805743	0	0.000000	32	4.000000
Charles_Dickens	5884	470704297	0	0.000000	30	3.866667
Jaden_Smith	8394551	443931701	0	0.000000	32	4.312500
Jaden_Smith	8394551	440915288	36	4.250000	44	4.250000
Guinness_World_Records_Gamer's_Edition	18176310	468908360	30	3.500000	31	3.580645
Covalent_bond	6246	458778667	85	3.247059	93	3.473118
Covalent_bond	6246	470309708	38	3.921053	40	4.025000
Chemical_reaction	6271	468482927	0	0.000000	31	3.354839
Chupacabra	6299	458224487	30	4.266667	30	4.533333
Claude_Monet	6548	459063462	50	3.740000	59	3.796610
Claude_Monet	6548	491228608	37	3.297297	40	3.450000
Claude_Monet	6548	473027408	74	3.864865	82	4.000000
Claude_Monet	6548	485128543	40	3.750000	44	3.500000
Claude_Monet	6548	454746080	35	3.657143	37	3.540541
Chicago_Cubs	6654	442739547	49	3.795918	49	3.836735
Cat	6678	464271064	31	3.741935	34	3.882353
Catapult	7063	447688704	36	3.027778	34	3.029412
Catapult	7063	483637697	37	3.540541	38	3.657895
Catapult	7063	460102409	39	3.000000	40	2.875000
Chocolate	7089	477537101	39	3.948718	49	3.591837
Counter-Strike	7431	445177787	52	3.980769	59	4.288136
Chiropractic	7738	455609194	30	1.433333	0	0.000000
Chiropractic	7738	461714927	41	1.048780	0	0.000000
Cactus	7819	456930460	54	3.351852	59	3.491525
Cactus	7819	448657607	53	3.830189	56	3.785714
Cactus	7819	442765523	36	3.888889	43	3.813953
DNA	7955	458415401	0	0.000000	32	3.875000
DNA	7955	449822954	35	4.171429	38	3.736842
Deforestation	8103	473969428	38	3.131579	44	3.931818
Disaster	8137	492732209	0	0.000000	31	3.967742
Density	8429	468387905	36	3.000000	40	2.775000
Detroit_Tigers	8579	442067722	31	4.032258	31	4.161290
Dr._Seuss	8855	478681337	40	3.875000	48	3.833333
Dolphin	9061	468596794	30	3.733333	34	4.323529
Dolphin	9061	489593152	32	3.968750	34	4.264706
Dolphin	9061	459288515	34	3.882353	34	4.147059
Dolphin	9061	454187759	37	3.702703	40	3.775000
Dolphin	9061	482612345	38	3.815789	44	4.227273
Earth	9228	475071038	0	0.000000	35	3.800000
Earth	9228	469138617	0	0.000000	32	3.906250
Eiffel_Tower	9232	459074792	39	3.820513	45	3.933333
England	9316	459966024	51	3.529412	51	3.450980
England	9316	471051890	0	0.000000	31	3.451613
Easter	9325	486214348	0	0.000000	32	3.625000
Euclid	9331	464100999	0	0.000000	31	4.032258
Euclid	9331	457444880	0	0.000000	30	3.433333
Euclid	9331	487095032	48	2.895833	54	3.129630
Euclid	9331	501190880	30	3.266667	34	3.705882
Euclid	9331	492649000	141	3.361702	165	3.569697
Euclid	9331	475897168	0	0.000000	31	3.322581
Longest_word_in_English	9467	492675822	37	3.594595	41	3.658537
Longest_word_in_English	9467	437186467	46	3.804348	48	3.666667
Longest_word_in_English	9467	474146032	32	3.562500	36	3.527778
Longest_word_in_English	9467	479324303	0	0.000000	31	3.806452
Longest_word_in_English	9467	484101144	40	3.525000	45	3.666667
Edgar_Allan_Poe	9549	456347540	56	3.321429	59	3.389831
Edgar_Allan_Poe	9549	471574632	36	3.777778	39	3.846154
Electricity	9550	489174658	0	0.000000	31	3.580645
Electricity	9550	452324620	35	3.914286	37	3.540541
Electricity	9550	485310746	33	3.606061	36	3.666667
Electricity	9550	467992124	87	3.586207	101	3.653465
Electricity	9550	458378819	57	3.649123	59	3.711864
Electricity	9550	444617567	36	4.083333	41	4.024390
Electricity	9550	492227908	85	3.694118	96	3.812500
Energy	9649	475185152	56	3.589286	62	3.612903
Energy	9649	449048579	47	3.425532	53	3.509434
Energy	9649	463255833	0	0.000000	31	3.645161
Energy	9649	458757932	37	3.459459	45	3.355556
Energy	9649	467122895	30	4.100000	33	3.878788
Endoplasmic_reticulum	9775	452513970	47	3.468085	48	3.333333
Earthquake	10106	479163413	0	0.000000	30	3.633333
Earthquake	10106	456508822	49	3.632653	53	3.735849
Earthquake	10106	458410267	38	3.763158	41	3.756098
Earthquake	10106	461104163	66	3.712121	69	3.739130
Earthquake	10106	487861678	53	3.886792	61	4.163934
Earthquake	10106	453940019	30	4.133333	32	4.343750
Earthquake	10106	473698230	34	3.794118	39	3.743590
Earthquake	10106	442593930	0	0.000000	30	3.900000
Earthquake	10106	500635106	42	3.547619	44	4.000000
Earthquake	10106	467636943	48	3.916667	60	3.833333
Earthquake	10106	451692579	51	3.725490	53	3.867925
Earthquake	10106	493472014	46	3.500000	48	3.791667
Earthquake	10106	470351065	71	3.915493	76	3.868421
Earthquake	10106	494410975	206	3.796117	232	3.943966
Earthquake	10106	491707784	59	3.593220	63	3.619048
Earthquake	10106	475216876	88	3.477273	92	3.489130
Earthquake	10106	459519997	41	3.585366	42	3.809524
Earthquake	10106	446681470	94	3.574468	113	3.628319
Elizabeth_I_of_England	10128	457271858	33	4.000000	35	3.857143
Elizabeth_I_of_England	10128	488442335	30	3.633333	31	3.774194
Elizabeth_I_of_England	10128	474246987	0	0.000000	30	3.400000
Electromagnetic_spectrum	10134	462069148	30	3.366667	34	3.470588
Electromagnetic_spectrum	10134	472295343	0	0.000000	30	3.733333
Electromagnetic_spectrum	10134	478418770	31	3.677419	34	3.941176
Association_football	10568	452569830	39	3.307692	43	3.465116
Association_football	10568	460747640	63	3.841270	67	3.940299
Frederick_Douglass	11033	474345025	41	3.390244	50	3.560000
Fat	11042	494944610	30	3.500000	34	3.441176
Friction	11062	494944835	33	3.575758	37	3.810811
French_Revolution	11188	485151280	0	0.000000	31	3.870968
Freemasonry	11227	474957036	0	0.000000	30	4.033333
Freemasonry	11227	443928769	0	0.000000	30	3.866667
Freemasonry	11227	486403147	49	3.571429	60	3.850000
Freemasonry	11227	478438863	0	0.000000	32	4.031250
Fart	11236	482744832	34	3.294118	35	3.228571
Fart	11236	451371119	69	3.913043	76	3.710526
Feudalism	11298	487747621	30	3.066667	31	3.290323
Francis_Drake	11508	458007149	33	3.242424	36	3.416667
Francis_Drake	11508	481697765	30	3.166667	32	3.062500
Francis_Drake	11508	470412565	54	3.333333	57	3.526316
Facilitated_diffusion	11712	436926310	0	0.000000	30	3.400000
Guitar	11846	478270236	0	0.000000	33	3.969697
Guitar	11846	440167994	0	0.000000	30	3.800000
George_Orwell	11891	488399416	0	0.000000	32	4.906250
George_Washington	11968	478107775	0	0.000000	30	3.833333
George_Washington	11968	464075152	38	3.236842	40	3.275000
Great_Pyramid_of_Giza	12224	466365584	31	3.838710	33	3.848485
Great_Pyramid_of_Giza	12224	481358617	36	3.805556	39	4.000000
Great_Pyramid_of_Giza	12224	455931829	43	3.930233	46	4.195652
Great_Pyramid_of_Giza	12224	460852355	65	3.261538	73	3.493151
Great_Pyramid_of_Giza	12224	485662929	68	3.529412	73	3.671233
Great_Pyramid_of_Giza	12224	479163641	33	3.424242	36	3.666667
Great_Pyramid_of_Giza	12224	473970279	59	3.627119	65	3.646154
Great_Pyramid_of_Giza	12224	452004072	35	3.571429	40	3.950000
Great_Pyramid_of_Giza	12224	492240764	30	3.500000	34	3.441176
Genetic_engineering	12383	468434594	0	0.000000	32	3.781250
Greenhouse_effect	12395	469398400	46	3.304348	52	3.442308
Greenhouse_effect	12395	458113363	59	3.627119	61	3.934426
Greenhouse_effect	12395	455389667	31	3.870968	33	3.969697
Greenhouse_effect	12395	440285937	36	3.305556	43	3.302326
Greenhouse_effect	12395	475288179	51	3.117647	54	3.166667
Gioachino_Rossini	12406	479429201	100	3.950000	131	4.114504
Gioachino_Rossini	12406	479500702	70	3.528571	83	3.734940
Gioachino_Rossini	12406	479400735	31	3.935484	44	4.204545
Gioachino_Rossini	12406	479457116	58	4.155172	72	4.055556
Ghost	12514	481317582	38	3.263158	50	4.000000
Gregor_Mendel	12562	476877921	31	3.258065	31	3.193548
Gregor_Mendel	12562	457933389	35	3.428571	38	3.815789
Gregor_Mendel	12562	486141219	30	3.633333	31	3.451613
Gregor_Mendel	12562	471171203	0	0.000000	30	3.966667
Giant_panda	12713	457789695	55	3.654545	66	3.772727
Giant_panda	12713	470914333	34	3.705882	34	4.029412
Giant_panda	12713	491348899	36	3.833333	44	3.931818
Giant_panda	12713	461765102	0	0.000000	31	3.774194
Giant_panda	12713	478693835	49	3.489796	56	3.821429
Giant_panda	12713	489147259	35	3.885714	39	4.051282
Giant_panda	12713	493483504	45	3.844444	52	3.903846
Giant_panda	12713	474398194	32	3.437500	36	3.750000
Grigori_Rasputin	12804	457700363	37	3.567568	43	4.093023
Garbage_in,_garbage_out	12823	425981737	39	4.128205	40	3.950000
George_Washington_Carver	12997	444355993	32	3.343750	38	3.973684
George_Washington_Carver	12997	472586778	125	3.784000	145	3.910345
George_Washington_Carver	12997	478036281	37	3.540541	40	3.475000
Oil	4207510	487097413	46	3.173913	47	3.212766
Oil	4207510	455470665	46	2.847826	49	2.795918
Oil	4207510	473543416	77	2.805195	82	2.865854
Hades	13225	475544207	65	3.569231	74	3.567568
Paan_Singh_Tomar	34954740	502761520	34	4.088235	38	4.315789
Paan_Singh_Tomar	34954740	487610223	0	0.000000	32	4.281250
Paan_Singh_Tomar	34954740	482330481	0	0.000000	31	3.967742
Hydrogen	13255	454030853	0	0.000000	33	3.666667
Hydrogen	13255	449556016	33	3.515152	39	3.512821
Hydrogen	13255	457629770	31	3.290323	33	3.575758
Hydrocarbon	13257	441744895	0	0.000000	34	3.352941
Henry_Ford	13371	488768657	42	3.809524	46	4.086957
Hypertext_Transfer_Protocol	13443	456183592	37	3.945946	46	3.673913
Heinrich_Hertz	13445	478230980	0	0.000000	31	4.322581
Heinrich_Hertz	13445	478206274	44	4.318182	58	4.310345
Heinrich_Hertz	13445	478308259	0	0.000000	35	3.800000
Heinrich_Hertz	13445	478246826	36	4.138889	49	4.040816
Household_hardware	13615	451151065	34	3.411765	36	3.194444
Howard_Carter	13616	491536484	32	3.812500	39	4.179487
Howard_Carter	13616	491624897	50	3.760000	54	3.888889
Howard_Carter	13616	491653830	48	3.875000	51	3.960784
Howard_Carter	13616	491569370	135	3.614815	159	3.893082
Howard_Carter	13616	491553756	34	3.823529	45	3.755556
Horse	13645	469564426	82	4.097561	93	4.043011
Horse	13645	492249208	55	3.727273	58	3.931034
Horse	13645	452102567	30	3.933333	33	4.030303
Horse	13645	464852919	0	0.000000	31	4.000000
Horse	13645	456489101	33	3.787879	36	3.972222
Horse	13645	479150136	55	4.072727	58	4.086207
Horse	13645	497537213	62	4.338710	66	4.075758
Horse	13645	458946300	36	3.972222	43	3.976744
History_of_the_Internet	13692	476756410	0	0.000000	31	3.741935
History_of_India	13890	495322813	37	4.081081	41	4.073171
Hockey	13981	479999539	89	3.280899	100	3.560000
Hockey	13981	469414409	51	3.392157	61	3.393443
Hernán_Cortés	14013	472697062	41	3.487805	42	3.642857
Harappa	14149	449330966	37	3.621622	40	3.600000
Hentai	14183	450054810	47	4.000000	55	4.290909
Hentai	14183	493630044	0	0.000000	32	4.125000
Henry_VIII_of_England	14187	472154118	0	0.000000	33	3.848485
Henry_VIII_of_England	14187	456977106	33	3.666667	38	3.736842
Henry_VIII_of_England	14187	449815786	0	0.000000	31	3.838710
Homeopathy	14229	464203815	62	1.338710	53	2.584906
Homeopathy	14229	446077931	32	2.125000	32	3.093750
Homeopathy	14229	442252778	43	2.604651	39	3.435897
Helen_Keller	14254	459747588	60	3.933333	69	4.130435
Helen_Keller	14254	446813191	33	3.878788	46	4.108696
Helen_Keller	14254	471588002	71	3.732394	88	4.090909
Helen_Keller	14254	488426536	62	3.725806	78	4.000000
Helen_Keller	14254	451613896	39	3.717949	44	4.227273
Helen_Keller	14254	464308809	35	4.085714	39	3.974359
Helen_Keller	14254	480457813	35	4.228571	43	4.209302
Helen_Keller	14254	492462087	39	3.794872	50	4.080000
Helen_Keller	14254	482034267	35	4.171429	38	4.289474
Helen_Keller	14254	477844459	30	4.200000	35	4.257143
Hamster	14376	494453016	35	4.028571	40	4.425000
Hephaestus	14388	486438576	31	3.516129	31	3.419355
India	14533	441811169	0	0.000000	31	4.064516
India	14533	445661501	43	4.162791	57	4.245614
India	14533	442791272	31	4.258065	38	4.236842
Internet	14539	473783350	47	3.510638	50	3.560000
Internet	14539	476319260	31	3.548387	36	4.166667
Internet	14539	450153188	35	3.828571	40	3.900000
Secondary_sector_of_the_economy	14553	452399714	44	2.522727	44	2.522727
Secondary_sector_of_the_economy	14553	418966716	30	3.366667	33	3.272727
Isaac_Newton	14627	452849737	63	3.793651	68	3.882353
Isaac_Newton	14627	474934940	0	0.000000	31	3.129032
Isaac_Newton	14627	449173665	32	3.468750	32	3.187500
Isaac_Newton	14627	492945590	0	0.000000	36	3.583333
Isaac_Newton	14627	467604475	0	0.000000	30	3.900000
Industrial_Revolution	14914	492472871	35	3.400000	37	3.243243
Industrial_Revolution	14914	483390016	0	0.000000	32	2.968750
Industrial_Revolution	14914	452086637	40	3.375000	40	3.375000
Industrial_Revolution	14914	448125867	40	3.525000	40	3.500000
Ionic_bond	14951	437201070	35	3.685714	45	3.711111
Japan	15573	500186887	31	4.387097	32	4.250000
Japan	15573	464040212	40	3.775000	40	3.925000
Japan	15573	480879526	31	3.806452	33	3.909091
Japan	15573	443442659	34	3.264706	38	3.552632
Japan	15573	476859886	0	0.000000	30	3.966667
Judaism	15624	479311775	31	2.935484	33	3.303030
James_Cook	15630	480984497	43	3.511628	52	3.692308
Johannes_Gutenberg	15745	478709643	32	2.937500	31	3.451613
Johannes_Gutenberg	15745	484802981	37	3.270270	39	3.230769
Jorge_Luis_Borges	15781	446447144	51	3.901961	64	4.046875
Jorge_Luis_Borges	15781	446496872	30	3.266667	37	3.972973
Jorge_Luis_Borges	15781	446437998	31	3.935484	37	4.189189
Jorge_Luis_Borges	15781	446461241	67	4.149254	93	4.247312
John_Steinbeck	15825	479132313	32	3.656250	32	3.906250
Java_(programming_language)	15881	480306762	32	3.968750	37	3.729730
Jason	15885	447994959	34	2.970588	40	3.075000
Assistant_manager	8404601	449297914	0	0.000000	31	3.935484
J._K._Rowling	16027	445888040	44	4.250000	51	4.490196
J._K._Rowling	16027	449557659	0	0.000000	30	4.033333
J._K._Rowling	16027	441377963	0	0.000000	34	4.441176
J._K._Rowling	16027	473750199	0	0.000000	35	4.057143
J._K._Rowling	16027	483173070	39	3.538462	39	4.025641
J._K._Rowling	16027	443209554	31	4.451613	34	4.352941
Juan_Gris	16073	483537560	31	3.741935	30	3.433333
Juan_Gris	16073	483501863	37	3.567568	44	3.795455
Juan_Gris	16073	483481432	30	4.266667	32	4.343750
Juan_Gris	16073	483522926	34	3.470588	38	3.763158
Juan_Gris	16073	483489135	51	4.137255	61	4.065574
Juan_Gris	16073	483464049	33	3.242424	37	3.702703
John_Locke	16143	450178672	43	3.372093	43	3.232558
Jackie_Robinson	16193	474546192	54	3.611111	60	3.750000
Jaguar	16217	454008055	55	3.581818	58	3.775862
Jeffrey_Dahmer	16218	485081489	0	0.000000	30	4.400000
Jeffrey_Dahmer	16218	453965483	58	4.034483	67	4.164179
Jeffrey_Dahmer	16218	442837832	30	4.266667	35	4.428571
Jeffrey_Dahmer	16218	440842347	0	0.000000	35	4.428571
Jacques_Cousteau	16252	475886985	0	0.000000	31	3.741935
John_Hancock	16324	457090985	31	3.064516	32	3.250000
Joan_of_Arc	16509	457330166	34	3.617647	37	3.378378
John,_King_of_England	16550	481883706	31	4.354839	0	0.000000
Flexural_strength	4210943	444702114	0	0.000000	31	3.838710
Ku_Klux_Klan	16779	472756781	30	3.500000	0	0.000000
Ku_Klux_Klan	16779	477825556	44	3.090909	51	3.588235
Ku_Klux_Klan	16779	490109707	0	0.000000	33	4.000000
Ku_Klux_Klan	16779	455658252	48	4.083333	52	4.269231
Ku_Klux_Klan	16779	451294018	53	3.358491	59	3.677966
King_Arthur	16808	467689427	32	2.906250	32	3.062500
Kangaroo	17064	470317864	32	3.812500	33	3.969697
Kangaroo	17064	455711465	33	3.393939	34	3.529412
Kiwi	17362	483019409	40	3.850000	42	4.023810
Leisure	17503	445110212	32	3.343750	31	3.451613
Love	17547	460249348	40	3.925000	46	4.043478
Love	17547	456653957	0	0.000000	37	4.135135
Love	17547	476798636	64	3.812500	79	3.924051
Love	17547	451130131	34	3.558824	40	3.950000
Love	17547	447642544	37	3.594595	45	4.155556
Love	17547	441619254	31	3.580645	34	3.647059
Love	17547	458505932	0	0.000000	34	4.205882
Love	17547	454102390	37	3.891892	42	4.023810
Laser	17556	456783142	0	0.000000	31	3.870968
Lewis_and_Clark_Expedition	17615	471499761	34	3.323529	34	3.558824
Lewis_and_Clark_Expedition	17615	465021195	37	3.162162	38	3.210526
Lewis_and_Clark_Expedition	17615	488186042	38	3.184211	42	3.119048
Louisiana_Purchase	17628	474326711	39	3.769231	44	3.613636
Louis_Pasteur	17740	482183687	32	3.468750	36	3.222222
Louis_Pasteur	17740	462063322	34	3.470588	39	3.769231
Lesbian	17846	438909534	0	0.000000	33	3.878788
Ludwig_Mies_van_der_Rohe	17897	484153665	30	4.300000	37	4.513514
Ludwig_Mies_van_der_Rohe	17897	484118397	38	3.894737	58	4.086207
Ludwig_van_Beethoven	17914	476996769	33	4.121212	37	4.216216
